Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name
October 2016,5954.41,-420.00,-6.59%,13438,https://steamcharts.com/app/255710,2016-10-01,Cities: Skylines
September 2016,6374.41,1569.12,+32.65%,15810,https://steamcharts.com/app/255710,2016-09-01,Cities: Skylines
August 2016,4805.29,-408.20,-7.83%,8797,https://steamcharts.com/app/255710,2016-08-01,Cities: Skylines
July 2016,5213.49,-1024.41,-16.42%,10020,https://steamcharts.com/app/255710,2016-07-01,Cities: Skylines
June 2016,6237.90,1386.43,+28.58%,15212,https://steamcharts.com/app/255710,2016-06-01,Cities: Skylines
May 2016,4851.47,-586.42,-10.78%,9851,https://steamcharts.com/app/255710,2016-05-01,Cities: Skylines
April 2016,5437.89,-1194.26,-18.01%,10582,https://steamcharts.com/app/255710,2016-04-01,Cities: Skylines
March 2016,6632.16,-1881.28,-22.10%,13360,https://steamcharts.com/app/255710,2016-03-01,Cities: Skylines
February 2016,8513.44,1940.14,+29.52%,27598,https://steamcharts.com/app/255710,2016-02-01,Cities: Skylines
January 2016,6573.30,1348.72,+25.81%,13946,https://steamcharts.com/app/255710,2016-01-01,Cities: Skylines
December 2015,5224.57,236.96,+4.75%,12177,https://steamcharts.com/app/255710,2015-12-01,Cities: Skylines
November 2015,4987.61,-1552.66,-23.74%,11287,https://steamcharts.com/app/255710,2015-11-01,Cities: Skylines
October 2015,6540.27,1330.52,+25.54%,18437,https://steamcharts.com/app/255710,2015-10-01,Cities: Skylines
September 2015,5209.75,269.10,+5.45%,16148,https://steamcharts.com/app/255710,2015-09-01,Cities: Skylines
August 2015,4940.65,26.89,+0.55%,9809,https://steamcharts.com/app/255710,2015-08-01,Cities: Skylines
July 2015,4913.76,-1380.37,-21.93%,8754,https://steamcharts.com/app/255710,2015-07-01,Cities: Skylines
June 2015,6294.13,-1107.68,-14.97%,14130,https://steamcharts.com/app/255710,2015-06-01,Cities: Skylines
May 2015,7401.81,-4310.26,-36.80%,14791,https://steamcharts.com/app/255710,2015-05-01,Cities: Skylines
April 2015,11712.07,-14472.50,-55.27%,26873,https://steamcharts.com/app/255710,2015-04-01,Cities: Skylines
March 2015,26184.57,26184.03,+4803184.49%,57421,https://steamcharts.com/app/255710,2015-03-01,Cities: Skylines
August 2014,0.55,,,5,https://steamcharts.com/app/255710,2014-08-01,Cities: Skylines
September 2021,16201.97,-732.88,-4.33%,23945,https://steamcharts.com/app/8930,2021-09-01,Sid Meier's Civilization V
August 2021,16934.85,998.79,+6.27%,25305,https://steamcharts.com/app/8930,2021-08-01,Sid Meier's Civilization V
July 2021,15936.06,-20.99,-0.13%,22945,https://steamcharts.com/app/8930,2021-07-01,Sid Meier's Civilization V
June 2021,15957.05,-1320.77,-7.64%,23696,https://steamcharts.com/app/8930,2021-06-01,Sid Meier's Civilization V
May 2021,17277.82,-495.66,-2.79%,25968,https://steamcharts.com/app/8930,2021-05-01,Sid Meier's Civilization V
April 2021,17773.48,265.28,+1.52%,27026,https://steamcharts.com/app/8930,2021-04-01,Sid Meier's Civilization V
March 2021,17508.20,-1112.83,-5.98%,27158,https://steamcharts.com/app/8930,2021-03-01,Sid Meier's Civilization V
February 2021,18621.03,-1034.23,-5.26%,29459,https://steamcharts.com/app/8930,2021-02-01,Sid Meier's Civilization V
January 2021,19655.26,502.85,+2.63%,31565,https://steamcharts.com/app/8930,2021-01-01,Sid Meier's Civilization V
December 2020,19152.42,496.95,+2.66%,30135,https://steamcharts.com/app/8930,2020-12-01,Sid Meier's Civilization V
November 2020,18655.47,1006.21,+5.70%,28367,https://steamcharts.com/app/8930,2020-11-01,Sid Meier's Civilization V
October 2020,17649.27,71.15,+0.40%,26851,https://steamcharts.com/app/8930,2020-10-01,Sid Meier's Civilization V
September 2020,17578.12,-781.90,-4.26%,26250,https://steamcharts.com/app/8930,2020-09-01,Sid Meier's Civilization V
August 2020,18360.02,122.04,+0.67%,26788,https://steamcharts.com/app/8930,2020-08-01,Sid Meier's Civilization V
July 2020,18237.97,-1569.84,-7.93%,26766,https://steamcharts.com/app/8930,2020-07-01,Sid Meier's Civilization V
June 2020,19807.81,-4790.55,-19.48%,31355,https://steamcharts.com/app/8930,2020-06-01,Sid Meier's Civilization V
May 2020,24598.36,-4668.19,-15.95%,38861,https://steamcharts.com/app/8930,2020-05-01,Sid Meier's Civilization V
April 2020,29266.54,3245.68,+12.47%,48881,https://steamcharts.com/app/8930,2020-04-01,Sid Meier's Civilization V
March 2020,26020.86,5651.62,+27.75%,51448,https://steamcharts.com/app/8930,2020-03-01,Sid Meier's Civilization V
February 2020,20369.25,-272.75,-1.32%,32225,https://steamcharts.com/app/8930,2020-02-01,Sid Meier's Civilization V
January 2020,20642.00,327.68,+1.61%,32681,https://steamcharts.com/app/8930,2020-01-01,Sid Meier's Civilization V
December 2019,20314.31,437.83,+2.20%,31810,https://steamcharts.com/app/8930,2019-12-01,Sid Meier's Civilization V
November 2019,19876.48,439.31,+2.26%,30669,https://steamcharts.com/app/8930,2019-11-01,Sid Meier's Civilization V
October 2019,19437.17,210.49,+1.09%,30986,https://steamcharts.com/app/8930,2019-10-01,Sid Meier's Civilization V
September 2019,19226.68,-695.22,-3.49%,30234,https://steamcharts.com/app/8930,2019-09-01,Sid Meier's Civilization V
August 2019,19921.91,98.36,+0.50%,30817,https://steamcharts.com/app/8930,2019-08-01,Sid Meier's Civilization V
July 2019,19823.55,-509.23,-2.50%,30404,https://steamcharts.com/app/8930,2019-07-01,Sid Meier's Civilization V
June 2019,20332.78,-626.73,-2.99%,31057,https://steamcharts.com/app/8930,2019-06-01,Sid Meier's Civilization V
May 2019,20959.51,-151.47,-0.72%,34109,https://steamcharts.com/app/8930,2019-05-01,Sid Meier's Civilization V
April 2019,21110.98,-2034.69,-8.79%,34050,https://steamcharts.com/app/8930,2019-04-01,Sid Meier's Civilization V
March 2019,23145.66,-847.72,-3.53%,39067,https://steamcharts.com/app/8930,2019-03-01,Sid Meier's Civilization V
February 2019,23993.39,-759.69,-3.07%,39474,https://steamcharts.com/app/8930,2019-02-01,Sid Meier's Civilization V
January 2019,24753.08,-1246.26,-4.79%,39943,https://steamcharts.com/app/8930,2019-01-01,Sid Meier's Civilization V
December 2018,25999.34,1157.62,+4.66%,40420,https://steamcharts.com/app/8930,2018-12-01,Sid Meier's Civilization V
November 2018,24841.72,2082.38,+9.15%,40849,https://steamcharts.com/app/8930,2018-11-01,Sid Meier's Civilization V
October 2018,22759.35,-336.99,-1.46%,37020,https://steamcharts.com/app/8930,2018-10-01,Sid Meier's Civilization V
September 2018,23096.34,-200.22,-0.86%,37802,https://steamcharts.com/app/8930,2018-09-01,Sid Meier's Civilization V
August 2018,23296.55,-1934.22,-7.67%,36625,https://steamcharts.com/app/8930,2018-08-01,Sid Meier's Civilization V
July 2018,25230.77,1625.46,+6.89%,38489,https://steamcharts.com/app/8930,2018-07-01,Sid Meier's Civilization V
June 2018,23605.31,326.38,+1.40%,38205,https://steamcharts.com/app/8930,2018-06-01,Sid Meier's Civilization V
May 2018,23278.93,-1025.41,-4.22%,37341,https://steamcharts.com/app/8930,2018-05-01,Sid Meier's Civilization V
April 2018,24304.33,-1641.33,-6.33%,41942,https://steamcharts.com/app/8930,2018-04-01,Sid Meier's Civilization V
March 2018,25945.66,-725.72,-2.72%,44139,https://steamcharts.com/app/8930,2018-03-01,Sid Meier's Civilization V
February 2018,26671.39,-1698.52,-5.99%,44824,https://steamcharts.com/app/8930,2018-02-01,Sid Meier's Civilization V
January 2018,28369.91,-98.67,-0.35%,50503,https://steamcharts.com/app/8930,2018-01-01,Sid Meier's Civilization V
December 2017,28468.57,1786.56,+6.70%,48964,https://steamcharts.com/app/8930,2017-12-01,Sid Meier's Civilization V
November 2017,26682.02,1931.93,+7.81%,47074,https://steamcharts.com/app/8930,2017-11-01,Sid Meier's Civilization V
October 2017,24750.09,-16.21,-0.07%,42065,https://steamcharts.com/app/8930,2017-10-01,Sid Meier's Civilization V
September 2017,24766.30,-1403.98,-5.36%,40656,https://steamcharts.com/app/8930,2017-09-01,Sid Meier's Civilization V
August 2017,26170.28,-1576.04,-5.68%,41594,https://steamcharts.com/app/8930,2017-08-01,Sid Meier's Civilization V
July 2017,27746.32,2076.53,+8.09%,44623,https://steamcharts.com/app/8930,2017-07-01,Sid Meier's Civilization V
June 2017,25669.79,1232.96,+5.05%,44145,https://steamcharts.com/app/8930,2017-06-01,Sid Meier's Civilization V
May 2017,24436.83,-1232.77,-4.80%,40425,https://steamcharts.com/app/8930,2017-05-01,Sid Meier's Civilization V
April 2017,25669.60,-528.84,-2.02%,41840,https://steamcharts.com/app/8930,2017-04-01,Sid Meier's Civilization V
March 2017,26198.44,-503.23,-1.88%,48783,https://steamcharts.com/app/8930,2017-03-01,Sid Meier's Civilization V
February 2017,26701.68,-2996.01,-10.09%,46403,https://steamcharts.com/app/8930,2017-02-01,Sid Meier's Civilization V
January 2017,29697.68,341.12,+1.16%,54215,https://steamcharts.com/app/8930,2017-01-01,Sid Meier's Civilization V
December 2016,29356.56,-972.22,-3.21%,48348,https://steamcharts.com/app/8930,2016-12-01,Sid Meier's Civilization V
November 2016,30328.79,-9428.25,-23.71%,52910,https://steamcharts.com/app/8930,2016-11-01,Sid Meier's Civilization V
October 2016,39757.04,2911.15,+7.90%,72026,https://steamcharts.com/app/8930,2016-10-01,Sid Meier's Civilization V
September 2016,36845.89,-1509.95,-3.94%,67413,https://steamcharts.com/app/8930,2016-09-01,Sid Meier's Civilization V
August 2016,38355.84,-4970.66,-11.47%,62143,https://steamcharts.com/app/8930,2016-08-01,Sid Meier's Civilization V
July 2016,43326.50,4801.98,+12.46%,73683,https://steamcharts.com/app/8930,2016-07-01,Sid Meier's Civilization V
June 2016,38524.52,-2447.19,-5.97%,70936,https://steamcharts.com/app/8930,2016-06-01,Sid Meier's Civilization V
May 2016,40971.70,6916.41,+20.31%,87959,https://steamcharts.com/app/8930,2016-05-01,Sid Meier's Civilization V
April 2016,34055.30,-2946.68,-7.96%,59108,https://steamcharts.com/app/8930,2016-04-01,Sid Meier's Civilization V
March 2016,37001.98,-5422.00,-12.78%,65453,https://steamcharts.com/app/8930,2016-03-01,Sid Meier's Civilization V
February 2016,42423.98,-182.77,-0.43%,74716,https://steamcharts.com/app/8930,2016-02-01,Sid Meier's Civilization V
January 2016,42606.75,4264.82,+11.12%,78252,https://steamcharts.com/app/8930,2016-01-01,Sid Meier's Civilization V
December 2015,38341.93,7359.06,+23.75%,69206,https://steamcharts.com/app/8930,2015-12-01,Sid Meier's Civilization V
November 2015,30982.87,330.65,+1.08%,58683,https://steamcharts.com/app/8930,2015-11-01,Sid Meier's Civilization V
October 2015,30652.22,580.39,+1.93%,53106,https://steamcharts.com/app/8930,2015-10-01,Sid Meier's Civilization V
September 2015,30071.83,-4429.06,-12.84%,52194,https://steamcharts.com/app/8930,2015-09-01,Sid Meier's Civilization V
August 2015,34500.89,3438.26,+11.07%,60338,https://steamcharts.com/app/8930,2015-08-01,Sid Meier's Civilization V
July 2015,31062.63,-129.25,-0.41%,51898,https://steamcharts.com/app/8930,2015-07-01,Sid Meier's Civilization V
June 2015,31191.88,434.11,+1.41%,53711,https://steamcharts.com/app/8930,2015-06-01,Sid Meier's Civilization V
May 2015,30757.77,231.33,+0.76%,52490,https://steamcharts.com/app/8930,2015-05-01,Sid Meier's Civilization V
April 2015,30526.44,-4403.12,-12.61%,55583,https://steamcharts.com/app/8930,2015-04-01,Sid Meier's Civilization V
March 2015,34929.57,1964.47,+5.96%,67160,https://steamcharts.com/app/8930,2015-03-01,Sid Meier's Civilization V
February 2015,32965.10,-1841.78,-5.29%,59719,https://steamcharts.com/app/8930,2015-02-01,Sid Meier's Civilization V
January 2015,34806.88,3171.07,+10.02%,62502,https://steamcharts.com/app/8930,2015-01-01,Sid Meier's Civilization V
December 2014,31635.81,2336.03,+7.97%,58038,https://steamcharts.com/app/8930,2014-12-01,Sid Meier's Civilization V
November 2014,29299.78,-2253.48,-7.14%,55229,https://steamcharts.com/app/8930,2014-11-01,Sid Meier's Civilization V
October 2014,31553.26,-2490.09,-7.31%,55493,https://steamcharts.com/app/8930,2014-10-01,Sid Meier's Civilization V
September 2014,34043.35,-5007.05,-12.82%,66292,https://steamcharts.com/app/8930,2014-09-01,Sid Meier's Civilization V
August 2014,39050.39,1562.48,+4.17%,80375,https://steamcharts.com/app/8930,2014-08-01,Sid Meier's Civilization V
July 2014,37487.92,1631.02,+4.55%,65738,https://steamcharts.com/app/8930,2014-07-01,Sid Meier's Civilization V
June 2014,35856.90,4338.20,+13.76%,71677,https://steamcharts.com/app/8930,2014-06-01,Sid Meier's Civilization V
May 2014,31518.70,-750.66,-2.33%,56011,https://steamcharts.com/app/8930,2014-05-01,Sid Meier's Civilization V
April 2014,32269.36,-2227.89,-6.46%,57627,https://steamcharts.com/app/8930,2014-04-01,Sid Meier's Civilization V
March 2014,34497.24,-3888.49,-10.13%,64115,https://steamcharts.com/app/8930,2014-03-01,Sid Meier's Civilization V
February 2014,38385.74,-357.10,-0.92%,72416,https://steamcharts.com/app/8930,2014-02-01,Sid Meier's Civilization V
January 2014,38742.84,1039.86,+2.76%,77825,https://steamcharts.com/app/8930,2014-01-01,Sid Meier's Civilization V
December 2013,37702.97,8543.24,+29.30%,70367,https://steamcharts.com/app/8930,2013-12-01,Sid Meier's Civilization V
November 2013,29159.73,-2952.43,-9.19%,54473,https://steamcharts.com/app/8930,2013-11-01,Sid Meier's Civilization V
October 2013,32112.16,2470.70,+8.34%,63023,https://steamcharts.com/app/8930,2013-10-01,Sid Meier's Civilization V
September 2013,29641.46,-5001.51,-14.44%,58003,https://steamcharts.com/app/8930,2013-09-01,Sid Meier's Civilization V
August 2013,34642.97,-6519.40,-15.84%,64123,https://steamcharts.com/app/8930,2013-08-01,Sid Meier's Civilization V
July 2013,41162.37,14572.76,+54.81%,91020,https://steamcharts.com/app/8930,2013-07-01,Sid Meier's Civilization V
June 2013,26589.61,5644.36,+26.95%,67729,https://steamcharts.com/app/8930,2013-06-01,Sid Meier's Civilization V
May 2013,20945.25,-490.86,-2.29%,36679,https://steamcharts.com/app/8930,2013-05-01,Sid Meier's Civilization V
April 2013,21436.10,-2749.15,-11.37%,39478,https://steamcharts.com/app/8930,2013-04-01,Sid Meier's Civilization V
March 2013,24185.26,44.16,+0.18%,43780,https://steamcharts.com/app/8930,2013-03-01,Sid Meier's Civilization V
February 2013,24141.09,-4978.84,-17.10%,44966,https://steamcharts.com/app/8930,2013-02-01,Sid Meier's Civilization V
January 2013,29119.93,3664.55,+14.40%,58386,https://steamcharts.com/app/8930,2013-01-01,Sid Meier's Civilization V
December 2012,25455.38,5050.61,+24.75%,50891,https://steamcharts.com/app/8930,2012-12-01,Sid Meier's Civilization V
November 2012,20404.77,1375.50,+7.23%,39677,https://steamcharts.com/app/8930,2012-11-01,Sid Meier's Civilization V
October 2012,19029.27,-531.81,-2.72%,35714,https://steamcharts.com/app/8930,2012-10-01,Sid Meier's Civilization V
September 2012,19561.09,-2724.04,-12.22%,34696,https://steamcharts.com/app/8930,2012-09-01,Sid Meier's Civilization V
August 2012,22285.13,-5163.33,-18.81%,39110,https://steamcharts.com/app/8930,2012-08-01,Sid Meier's Civilization V
July 2012,27448.46,,,50756,https://steamcharts.com/app/8930,2012-07-01,Sid Meier's Civilization V
September 2021,17193.62,-1197.20,-6.51%,36865,https://steamcharts.com/app/787860,2021-09-01,Farming Simulator 19
August 2021,18390.82,1351.08,+7.93%,37393,https://steamcharts.com/app/787860,2021-08-01,Farming Simulator 19
July 2021,17039.74,1819.79,+11.96%,32422,https://steamcharts.com/app/787860,2021-07-01,Farming Simulator 19
June 2021,15219.95,-1845.38,-10.81%,31315,https://steamcharts.com/app/787860,2021-06-01,Farming Simulator 19
May 2021,17065.33,-244.79,-1.41%,34683,https://steamcharts.com/app/787860,2021-05-01,Farming Simulator 19
April 2021,17310.13,252.64,+1.48%,34536,https://steamcharts.com/app/787860,2021-04-01,Farming Simulator 19
March 2021,17057.49,-772.55,-4.33%,35327,https://steamcharts.com/app/787860,2021-03-01,Farming Simulator 19
February 2021,17830.03,-1168.31,-6.15%,36777,https://steamcharts.com/app/787860,2021-02-01,Farming Simulator 19
January 2021,18998.34,981.63,+5.45%,37332,https://steamcharts.com/app/787860,2021-01-01,Farming Simulator 19
December 2020,18016.72,-485.77,-2.63%,36707,https://steamcharts.com/app/787860,2020-12-01,Farming Simulator 19
November 2020,18502.49,1914.48,+11.54%,40136,https://steamcharts.com/app/787860,2020-11-01,Farming Simulator 19
October 2020,16588.01,2084.41,+14.37%,35323,https://steamcharts.com/app/787860,2020-10-01,Farming Simulator 19
September 2020,14503.59,-62.06,-0.43%,30938,https://steamcharts.com/app/787860,2020-09-01,Farming Simulator 19
August 2020,14565.66,390.09,+2.75%,28405,https://steamcharts.com/app/787860,2020-08-01,Farming Simulator 19
July 2020,14175.57,1173.79,+9.03%,27660,https://steamcharts.com/app/787860,2020-07-01,Farming Simulator 19
June 2020,13001.78,-1938.40,-12.97%,25980,https://steamcharts.com/app/787860,2020-06-01,Farming Simulator 19
May 2020,14940.18,-2445.67,-14.07%,30601,https://steamcharts.com/app/787860,2020-05-01,Farming Simulator 19
April 2020,17385.85,3243.43,+22.93%,34342,https://steamcharts.com/app/787860,2020-04-01,Farming Simulator 19
March 2020,14142.42,2251.59,+18.94%,33967,https://steamcharts.com/app/787860,2020-03-01,Farming Simulator 19
February 2020,11890.83,1011.79,+9.30%,25948,https://steamcharts.com/app/787860,2020-02-01,Farming Simulator 19
January 2020,10879.04,55.33,+0.51%,22350,https://steamcharts.com/app/787860,2020-01-01,Farming Simulator 19
December 2019,10823.70,-179.89,-1.63%,22425,https://steamcharts.com/app/787860,2019-12-01,Farming Simulator 19
November 2019,11003.59,417.41,+3.94%,24579,https://steamcharts.com/app/787860,2019-11-01,Farming Simulator 19
October 2019,10586.18,826.50,+8.47%,24894,https://steamcharts.com/app/787860,2019-10-01,Farming Simulator 19
September 2019,9759.68,302.20,+3.20%,21072,https://steamcharts.com/app/787860,2019-09-01,Farming Simulator 19
August 2019,9457.48,645.17,+7.32%,19375,https://steamcharts.com/app/787860,2019-08-01,Farming Simulator 19
July 2019,8812.31,1257.90,+16.65%,18409,https://steamcharts.com/app/787860,2019-07-01,Farming Simulator 19
June 2019,7554.42,-274.92,-3.51%,14927,https://steamcharts.com/app/787860,2019-06-01,Farming Simulator 19
May 2019,7829.33,329.51,+4.39%,16521,https://steamcharts.com/app/787860,2019-05-01,Farming Simulator 19
April 2019,7499.82,-131.11,-1.72%,16621,https://steamcharts.com/app/787860,2019-04-01,Farming Simulator 19
March 2019,7630.94,-744.53,-8.89%,16491,https://steamcharts.com/app/787860,2019-03-01,Farming Simulator 19
February 2019,8375.47,-2115.41,-20.16%,18845,https://steamcharts.com/app/787860,2019-02-01,Farming Simulator 19
January 2019,10490.88,-4295.41,-29.05%,22991,https://steamcharts.com/app/787860,2019-01-01,Farming Simulator 19
December 2018,14786.28,-8619.57,-36.83%,39005,https://steamcharts.com/app/787860,2018-12-01,Farming Simulator 19
November 2018,23405.85,,,59234,https://steamcharts.com/app/787860,2018-11-01,Farming Simulator 19
September 2021,19802.74,-2209.46,-10.04%,32075,https://steamcharts.com/app/489830,2021-09-01,The Elder Scrolls V: Skyrim Special Edition
August 2021,22012.20,2730.71,+14.16%,37370,https://steamcharts.com/app/489830,2021-08-01,The Elder Scrolls V: Skyrim Special Edition
July 2021,19281.49,3846.59,+24.92%,28758,https://steamcharts.com/app/489830,2021-07-01,The Elder Scrolls V: Skyrim Special Edition
June 2021,15434.90,-1599.09,-9.39%,24341,https://steamcharts.com/app/489830,2021-06-01,The Elder Scrolls V: Skyrim Special Edition
May 2021,17033.98,450.40,+2.72%,27567,https://steamcharts.com/app/489830,2021-05-01,The Elder Scrolls V: Skyrim Special Edition
April 2021,16583.58,-408.88,-2.41%,26159,https://steamcharts.com/app/489830,2021-04-01,The Elder Scrolls V: Skyrim Special Edition
March 2021,16992.46,-3160.19,-15.68%,27364,https://steamcharts.com/app/489830,2021-03-01,The Elder Scrolls V: Skyrim Special Edition
February 2021,20152.65,532.91,+2.72%,31961,https://steamcharts.com/app/489830,2021-02-01,The Elder Scrolls V: Skyrim Special Edition
January 2021,19619.74,3835.37,+24.30%,34631,https://steamcharts.com/app/489830,2021-01-01,The Elder Scrolls V: Skyrim Special Edition
December 2020,15784.37,811.30,+5.42%,26658,https://steamcharts.com/app/489830,2020-12-01,The Elder Scrolls V: Skyrim Special Edition
November 2020,14973.07,338.72,+2.31%,24514,https://steamcharts.com/app/489830,2020-11-01,The Elder Scrolls V: Skyrim Special Edition
October 2020,14634.35,-1312.59,-8.23%,23284,https://steamcharts.com/app/489830,2020-10-01,The Elder Scrolls V: Skyrim Special Edition
September 2020,15946.93,-3544.31,-18.18%,24612,https://steamcharts.com/app/489830,2020-09-01,The Elder Scrolls V: Skyrim Special Edition
August 2020,19491.25,560.54,+2.96%,30978,https://steamcharts.com/app/489830,2020-08-01,The Elder Scrolls V: Skyrim Special Edition
July 2020,18930.71,1504.97,+8.64%,29916,https://steamcharts.com/app/489830,2020-07-01,The Elder Scrolls V: Skyrim Special Edition
June 2020,17425.74,660.76,+3.94%,29337,https://steamcharts.com/app/489830,2020-06-01,The Elder Scrolls V: Skyrim Special Edition
May 2020,16764.98,-1042.78,-5.86%,25892,https://steamcharts.com/app/489830,2020-05-01,The Elder Scrolls V: Skyrim Special Edition
April 2020,17807.76,2792.68,+18.60%,26917,https://steamcharts.com/app/489830,2020-04-01,The Elder Scrolls V: Skyrim Special Edition
March 2020,15015.08,314.21,+2.14%,26291,https://steamcharts.com/app/489830,2020-03-01,The Elder Scrolls V: Skyrim Special Edition
February 2020,14700.87,-1290.95,-8.07%,25303,https://steamcharts.com/app/489830,2020-02-01,The Elder Scrolls V: Skyrim Special Edition
January 2020,15991.82,2793.00,+21.16%,26377,https://steamcharts.com/app/489830,2020-01-01,The Elder Scrolls V: Skyrim Special Edition
December 2019,13198.82,2589.68,+24.41%,23687,https://steamcharts.com/app/489830,2019-12-01,The Elder Scrolls V: Skyrim Special Edition
November 2019,10609.15,187.28,+1.80%,17841,https://steamcharts.com/app/489830,2019-11-01,The Elder Scrolls V: Skyrim Special Edition
October 2019,10421.86,-366.55,-3.40%,18408,https://steamcharts.com/app/489830,2019-10-01,The Elder Scrolls V: Skyrim Special Edition
September 2019,10788.42,-2189.17,-16.87%,18680,https://steamcharts.com/app/489830,2019-09-01,The Elder Scrolls V: Skyrim Special Edition
August 2019,12977.59,82.03,+0.64%,20823,https://steamcharts.com/app/489830,2019-08-01,The Elder Scrolls V: Skyrim Special Edition
July 2019,12895.56,317.67,+2.53%,22225,https://steamcharts.com/app/489830,2019-07-01,The Elder Scrolls V: Skyrim Special Edition
June 2019,12577.89,952.59,+8.19%,20020,https://steamcharts.com/app/489830,2019-06-01,The Elder Scrolls V: Skyrim Special Edition
May 2019,11625.30,-126.23,-1.07%,19843,https://steamcharts.com/app/489830,2019-05-01,The Elder Scrolls V: Skyrim Special Edition
April 2019,11751.53,297.68,+2.60%,20798,https://steamcharts.com/app/489830,2019-04-01,The Elder Scrolls V: Skyrim Special Edition
March 2019,11453.85,-858.34,-6.97%,21780,https://steamcharts.com/app/489830,2019-03-01,The Elder Scrolls V: Skyrim Special Edition
February 2019,12312.19,-273.59,-2.17%,21698,https://steamcharts.com/app/489830,2019-02-01,The Elder Scrolls V: Skyrim Special Edition
January 2019,12585.78,1127.81,+9.84%,20884,https://steamcharts.com/app/489830,2019-01-01,The Elder Scrolls V: Skyrim Special Edition
December 2018,11457.97,1366.94,+13.55%,19864,https://steamcharts.com/app/489830,2018-12-01,The Elder Scrolls V: Skyrim Special Edition
November 2018,10091.03,-272.38,-2.63%,18616,https://steamcharts.com/app/489830,2018-11-01,The Elder Scrolls V: Skyrim Special Edition
October 2018,10363.41,850.93,+8.95%,18838,https://steamcharts.com/app/489830,2018-10-01,The Elder Scrolls V: Skyrim Special Edition
September 2018,9512.48,-1492.03,-13.56%,17567,https://steamcharts.com/app/489830,2018-09-01,The Elder Scrolls V: Skyrim Special Edition
August 2018,11004.51,-1042.06,-8.65%,19106,https://steamcharts.com/app/489830,2018-08-01,The Elder Scrolls V: Skyrim Special Edition
July 2018,12046.57,584.17,+5.10%,19319,https://steamcharts.com/app/489830,2018-07-01,The Elder Scrolls V: Skyrim Special Edition
June 2018,11462.40,428.86,+3.89%,19321,https://steamcharts.com/app/489830,2018-06-01,The Elder Scrolls V: Skyrim Special Edition
May 2018,11033.55,-741.25,-6.30%,18427,https://steamcharts.com/app/489830,2018-05-01,The Elder Scrolls V: Skyrim Special Edition
April 2018,11774.79,1572.45,+15.41%,25182,https://steamcharts.com/app/489830,2018-04-01,The Elder Scrolls V: Skyrim Special Edition
March 2018,10202.34,-134.83,-1.30%,17857,https://steamcharts.com/app/489830,2018-03-01,The Elder Scrolls V: Skyrim Special Edition
February 2018,10337.17,-1880.06,-15.39%,18673,https://steamcharts.com/app/489830,2018-02-01,The Elder Scrolls V: Skyrim Special Edition
January 2018,12217.23,1157.22,+10.46%,21459,https://steamcharts.com/app/489830,2018-01-01,The Elder Scrolls V: Skyrim Special Edition
December 2017,11060.01,2280.03,+25.97%,19724,https://steamcharts.com/app/489830,2017-12-01,The Elder Scrolls V: Skyrim Special Edition
November 2017,8779.98,-784.25,-8.20%,17725,https://steamcharts.com/app/489830,2017-11-01,The Elder Scrolls V: Skyrim Special Edition
October 2017,9564.23,-1345.53,-12.33%,18622,https://steamcharts.com/app/489830,2017-10-01,The Elder Scrolls V: Skyrim Special Edition
September 2017,10909.76,1141.87,+11.69%,23312,https://steamcharts.com/app/489830,2017-09-01,The Elder Scrolls V: Skyrim Special Edition
August 2017,9767.89,-568.48,-5.50%,18461,https://steamcharts.com/app/489830,2017-08-01,The Elder Scrolls V: Skyrim Special Edition
July 2017,10336.37,912.68,+9.68%,16929,https://steamcharts.com/app/489830,2017-07-01,The Elder Scrolls V: Skyrim Special Edition
June 2017,9423.68,362.08,+4.00%,15695,https://steamcharts.com/app/489830,2017-06-01,The Elder Scrolls V: Skyrim Special Edition
May 2017,9061.61,1392.80,+18.16%,16427,https://steamcharts.com/app/489830,2017-05-01,The Elder Scrolls V: Skyrim Special Edition
April 2017,7668.81,-702.80,-8.40%,15364,https://steamcharts.com/app/489830,2017-04-01,The Elder Scrolls V: Skyrim Special Edition
March 2017,8371.61,-1614.72,-16.17%,16316,https://steamcharts.com/app/489830,2017-03-01,The Elder Scrolls V: Skyrim Special Edition
February 2017,9986.33,-2193.87,-18.01%,18727,https://steamcharts.com/app/489830,2017-02-01,The Elder Scrolls V: Skyrim Special Edition
January 2017,12180.21,-2985.95,-19.69%,22528,https://steamcharts.com/app/489830,2017-01-01,The Elder Scrolls V: Skyrim Special Edition
December 2016,15166.15,-12887.45,-45.94%,30528,https://steamcharts.com/app/489830,2016-12-01,The Elder Scrolls V: Skyrim Special Edition
November 2016,28053.60,22375.20,+394.04%,65584,https://steamcharts.com/app/489830,2016-11-01,The Elder Scrolls V: Skyrim Special Edition
October 2016,5678.40,5676.98,+398832.91%,69777,https://steamcharts.com/app/489830,2016-10-01,The Elder Scrolls V: Skyrim Special Edition
September 2016,1.42,,,14,https://steamcharts.com/app/489830,2016-09-01,The Elder Scrolls V: Skyrim Special Edition
September 2021,13870.87,2387.96,+20.80%,31650,https://steamcharts.com/app/281990,2021-09-01,Stellaris
August 2021,11482.91,-1078.43,-8.59%,17028,https://steamcharts.com/app/281990,2021-08-01,Stellaris
July 2021,12561.34,-304.68,-2.37%,19577,https://steamcharts.com/app/281990,2021-07-01,Stellaris
