uid,visit_date,utm_source,utm_medium,utm_campaign,converted,cost_of_click
pxwhck,2022-01-17,facebook,cpc,summer_sale,True,0.71
ai7h4b,2022-02-21,facebook,email,holiday_season,False,0.39
z7a347,2022-02-09,twitter,email,back_to_school,False,1.23
l9y20u,2022-12-17,facebook,cpc,summer_sale,False,0.53
017e7j,2022-08-19,twitter,cpc,holiday_season,False,1.6
g139ya,2022-04-15,google,cpm,back_to_school,True,0.42
3u7206,2022-11-10,google,email,summer_sale,False,1.58
nge54y,2022-01-09,google,email,holiday_season,False,0.73
iyh1z4,2022-04-10,google,cpc,holiday_season,False,0.91
16bbl0,2022-12-22,facebook,cpm,back_to_school,False,2.1
tev1ic,2022-12-24,facebook,cpm,summer_sale,False,0.73
d5k9k7,2022-11-22,twitter,cpc,summer_sale,False,0.52
20ca14,2022-12-13,twitter,cpm,holiday_season,False,0.08
zrbcqe,2022-04-02,facebook,email,summer_sale,True,0.5
6z7dne,2022-03-15,facebook,cpc,back_to_school,False,0.12
3eazuu,2022-10-01,twitter,cpm,summer_sale,False,0.58
m60lwv,2022-07-11,google,email,summer_sale,False,1.7
i94tqc,2022-10-10,facebook,cpc,summer_sale,False,2.13
omad1f,2022-11-26,twitter,cpm,summer_sale,False,1.93
3apx0d,2022-05-25,twitter,cpm,holiday_season,False,1.36
8is0ho,2022-11-24,twitter,cpm,back_to_school,False,2.17
illjdh,2022-10-31,facebook,cpc,holiday_season,False,2.35
3s9mn9,2022-02-17,twitter,email,holiday_season,False,0.51
9zrw40,2022-12-01,twitter,cpm,summer_sale,False,1.63
m15g06,2022-03-01,twitter,email,summer_sale,False,1.94
0rny5x,2022-06-11,facebook,cpc,summer_sale,False,1.85
l8yge3,2022-01-29,facebook,cpm,summer_sale,False,0.26
4nhj9m,2022-04-05,facebook,email,back_to_school,False,2.13
t8jvbj,2022-03-03,facebook,email,back_to_school,False,0.32
rdprgk,2022-07-01,facebook,cpc,summer_sale,False,0.67
6jaf21,2022-06-02,google,cpc,holiday_season,False,0.09
7eon8v,2022-09-29,twitter,cpc,summer_sale,False,1.05
eoell2,2022-08-25,twitter,email,back_to_school,False,2.29
3xogjv,2022-01-12,twitter,cpc,back_to_school,False,0.12
1uztak,2022-08-24,google,cpm,back_to_school,True,0.62
ecu16c,2022-10-30,facebook,email,back_to_school,False,0.64
l7ydvd,2022-07-10,twitter,email,back_to_school,True,2.39
ujkzxu,2022-12-22,twitter,cpc,holiday_season,False,1.78
9ecj9i,2022-06-23,google,cpm,holiday_season,False,1.38
i3bbsg,2022-01-03,facebook,cpc,holiday_season,False,0.33
z4yywe,2022-05-06,twitter,email,holiday_season,False,0.48
m4mwfl,2022-01-26,facebook,cpm,holiday_season,False,0.1
7428i0,2022-05-25,twitter,cpc,summer_sale,False,0.57
tvrvim,2022-02-17,facebook,cpc,back_to_school,False,0.04
ux2eo7,2022-10-11,facebook,cpc,back_to_school,False,0.42
u1r2k7,2022-07-05,twitter,email,holiday_season,False,0.23
3w2z0l,2022-06-03,twitter,cpm,back_to_school,False,0.88
k2hfg4,2022-05-10,google,email,holiday_season,False,2.19
6ylonj,2022-09-28,google,cpc,holiday_season,False,0.84
4crnpc,2022-12-21,facebook,email,back_to_school,True,1.93
t1hrj2,2022-10-31,facebook,cpm,holiday_season,False,0.92
9hqhn9,2022-04-10,google,cpc,holiday_season,False,0.5
ra8lan,2022-06-02,facebook,email,back_to_school,False,2.4
vlimh6,2022-01-09,twitter,cpc,holiday_season,True,0.25
q8214d,2022-10-02,google,cpc,back_to_school,False,1.25
9zv5sz,2022-05-16,twitter,cpm,back_to_school,False,2.09
c5qjr4,2022-09-22,twitter,cpc,summer_sale,False,1.54
np357t,2022-05-27,facebook,cpc,summer_sale,False,1.1
ivn2ws,2022-09-13,facebook,cpc,summer_sale,False,0.91
d2h2el,2022-02-06,twitter,cpc,holiday_season,False,1.45
d1cch0,2022-12-27,facebook,cpm,holiday_season,False,0.52
8kakca,2022-09-17,twitter,cpc,back_to_school,False,0.01
px2x3j,2022-09-19,twitter,cpc,back_to_school,True,0.63
q2dqit,2022-09-29,facebook,cpc,summer_sale,False,0.85
nxz6kd,2022-10-11,twitter,cpc,back_to_school,False,0.84
c3z3lm,2022-01-07,google,cpc,back_to_school,False,1.29
2kdjvq,2022-04-02,facebook,email,back_to_school,False,0.44
0xf51q,2022-03-20,twitter,cpc,back_to_school,False,0.92
t8cgb7,2022-05-11,twitter,cpm,summer_sale,False,2.26
eq6aqk,2022-01-09,google,email,back_to_school,False,1.39
am6u0j,2022-09-11,twitter,cpm,holiday_season,False,1.92
b7do87,2022-01-16,twitter,cpm,summer_sale,False,2.08
n7z3hu,2022-07-22,twitter,email,summer_sale,False,2.11
ac0jmu,2022-04-10,facebook,cpm,holiday_season,False,1.45
29q5r6,2022-12-24,google,email,back_to_school,True,0.54
3jrjjj,2022-12-22,twitter,email,holiday_season,False,1.3
705v8h,2022-10-11,twitter,cpc,back_to_school,False,0.4
vahwud,2022-11-13,facebook,email,back_to_school,False,2.01
6hmv6g,2022-06-28,google,cpm,back_to_school,False,0.37
pnjkjk,2022-12-13,twitter,cpm,summer_sale,False,0.46
uckjnd,2022-10-11,twitter,email,back_to_school,False,0.51
jc790b,2022-01-06,google,cpm,holiday_season,False,0.65
n6fnwr,2022-09-01,facebook,email,back_to_school,False,0.17
dn9ju9,2022-04-21,facebook,email,summer_sale,False,1.9
i6ywck,2022-05-07,twitter,cpm,summer_sale,False,0.65
4n71d1,2022-07-07,google,cpc,back_to_school,False,1.39
v200ot,2022-12-12,google,cpc,back_to_school,False,1.18
0ity7j,2022-05-19,twitter,cpm,back_to_school,False,0.46
j0czav,2022-09-01,google,cpm,summer_sale,False,1.97
hml7t3,2022-05-27,twitter,cpc,back_to_school,False,2.36
wlqjqh,2022-12-09,facebook,cpc,summer_sale,False,0.4
qwgctv,2022-10-12,google,cpc,back_to_school,False,0.03
17zm7i,2022-08-29,google,cpm,summer_sale,False,0.54
7qzt2i,2022-10-11,google,cpc,back_to_school,False,0.99
92bbgb,2022-01-05,twitter,cpm,back_to_school,False,1.84
vuzq08,2022-02-11,facebook,cpm,holiday_season,False,1.29
owmk8h,2022-07-21,google,email,summer_sale,False,1.15
zfy0c5,2022-07-20,twitter,cpc,summer_sale,True,1.78
szsxp8,2022-02-24,google,cpm,back_to_school,False,2.01
hisaqt,2022-09-19,google,email,back_to_school,False,2.44
yq5xo7,2022-06-14,twitter,cpc,holiday_season,False,1.76
0od0yn,2022-05-12,google,cpc,back_to_school,False,1.57
gqo98u,2022-07-15,twitter,cpc,holiday_season,False,0.61
680687,2022-10-29,facebook,cpm,summer_sale,False,0.52
gdhnjs,2022-04-18,twitter,email,holiday_season,True,1.38
hht392,2022-11-02,twitter,cpc,back_to_school,False,0.81
zf2067,2022-05-03,twitter,cpc,summer_sale,True,0.59
vkxn7m,2022-12-30,google,cpm,holiday_season,False,1.26
hs54r6,2022-07-19,google,cpm,back_to_school,False,1.56
p7neln,2022-08-02,facebook,cpm,back_to_school,False,1.13
nf7e9g,2022-12-08,google,cpc,summer_sale,False,0.29
atfeqy,2022-04-12,facebook,cpc,back_to_school,False,0.69
h5y358,2022-11-05,google,cpc,summer_sale,False,1.91
czlu3c,2022-05-19,google,cpm,summer_sale,False,1.99
pdsebi,2022-03-24,google,cpc,summer_sale,True,2.29
i01nwt,2022-10-18,google,cpm,holiday_season,True,2.47
utocl2,2022-10-06,facebook,cpc,summer_sale,False,1.66
ifz9fy,2022-04-08,google,cpm,holiday_season,True,2.34
cmn2nr,2022-07-29,google,email,holiday_season,False,1.25
sxxvfn,2022-12-13,twitter,cpc,back_to_school,False,0.9
bfv67g,2022-01-31,twitter,cpc,summer_sale,False,0.34
hpjcz2,2022-03-05,facebook,cpm,back_to_school,False,0.32
r1k0ou,2022-10-30,google,cpc,back_to_school,False,0.99
